Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP
2023-07-05 12:45:00,2023-07-05 13:00:00,2023-07-05,13,33.54228,32.15891,31.39829
2023-07-05 13:45:00,2023-07-05 14:00:00,2023-07-05,14,58.27954,52.74762,55.62726
2023-07-05 14:45:00,2023-07-05 15:00:00,2023-07-05,15,58.43272,55.89473,55.81818
2023-07-05 15:45:00,2023-07-05 16:00:00,2023-07-05,16,65.21242,60.52866,62.79222
2023-07-05 16:45:00,2023-07-05 17:00:00,2023-07-05,17,49.8597,48.60723,48.16428
2023-07-05 17:45:00,2023-07-05 18:00:00,2023-07-05,18,59.95727,59.78969,58.56075
2023-07-05 18:45:00,2023-07-05 19:00:00,2023-07-05,19,76.62424,81.41517,78.42594
2023-07-05 19:45:00,2023-07-05 20:00:00,2023-07-05,20,73.63983,77.04482,74.59821
2023-07-05 20:45:00,2023-07-05 21:00:00,2023-07-05,21,53.33797,55.62984,53.96866
2023-07-05 21:45:00,2023-07-05 22:00:00,2023-07-05,22,51.12543,52.87633,51.4799
2023-07-05 22:45:00,2023-07-05 23:00:00,2023-07-05,23,41.32486,42.17376,41.32916
2023-07-05 23:45:00,2023-07-06 00:00:00,2023-07-05,24,36.68848,35.83673,35.926
2023-07-06 00:45:00,2023-07-06 01:00:00,2023-07-06,1,38.50992,37.11702,37.40721
2023-07-06 01:45:00,2023-07-06 02:00:00,2023-07-06,2,39.69754,37.91672,38.50769
2023-07-06 02:45:00,2023-07-06 03:00:00,2023-07-06,3,37.66722,35.46971,36.24201
2023-07-06 03:45:00,2023-07-06 04:00:00,2023-07-06,4,38.22314,35.69829,36.64793
2023-07-06 04:45:00,2023-07-06 05:00:00,2023-07-06,5,41.49505,39.11345,39.87441
2023-07-06 05:45:00,2023-07-06 06:00:00,2023-07-06,6,44.50442,42.43786,42.9445
2023-07-06 06:45:00,2023-07-06 07:00:00,2023-07-06,7,37.53435,28.94357,31.56255
2023-07-06 07:45:00,2023-07-06 08:00:00,2023-07-06,8,33.51839,16.44656,15.13367
2023-07-06 08:45:00,2023-07-06 09:00:00,2023-07-06,9,31.69125,26.84473,22.50549
2023-07-06 09:45:00,2023-07-06 10:00:00,2023-07-06,10,48.23286,18.92455,15.91084
2023-07-06 10:45:00,2023-07-06 11:00:00,2023-07-06,11,35.43835,23.66802,22.43062
2023-07-06 11:45:00,2023-07-06 12:00:00,2023-07-06,12,31.91226,28.68262,27.94784
2023-07-06 12:45:00,2023-07-06 13:00:00,2023-07-06,13,31.5951,30.85642,26.26335
2023-07-06 13:45:00,2023-07-06 14:00:00,2023-07-06,14,36.21465,36.21465,36.21465
2023-07-06 14:45:00,2023-07-06 15:00:00,2023-07-06,15,38.59928,38.59928,38.59928
2023-07-06 15:45:00,2023-07-06 16:00:00,2023-07-06,16,38.46996,38.46996,38.46996
2023-07-06 16:45:00,2023-07-06 17:00:00,2023-07-06,17,38.63908,38.63908,38.63908
2023-07-06 17:45:00,2023-07-06 18:00:00,2023-07-06,18,49.45,49.45,49.45
2023-07-06 18:45:00,2023-07-06 19:00:00,2023-07-06,19,70.93736,70.93736,70.93736
2023-07-06 19:45:00,2023-07-06 20:00:00,2023-07-06,20,82.76767,82.76767,82.76767
2023-07-06 20:45:00,2023-07-06 21:00:00,2023-07-06,21,54.01488,54.01488,54.01488
2023-07-06 21:45:00,2023-07-06 22:00:00,2023-07-06,22,56.1612,56.1612,56.1612
2023-07-06 22:45:00,2023-07-06 23:00:00,2023-07-06,23,41.0,41.0,41.0
2023-07-06 23:45:00,2023-07-07 00:00:00,2023-07-06,24,32.7529,32.7529,32.7529
2023-07-07 00:45:00,2023-07-07 01:00:00,2023-07-07,1,37.32253,36.76389,36.81709
2023-07-07 01:45:00,2023-07-07 02:00:00,2023-07-07,2,35.73702,34.95509,35.11438
2023-07-07 02:45:00,2023-07-07 03:00:00,2023-07-07,3,34.25596,33.48655,33.59399
2023-07-07 03:45:00,2023-07-07 04:00:00,2023-07-07,4,34.44985,33.86571,33.91818
2023-07-07 04:45:00,2023-07-07 05:00:00,2023-07-07,5,37.05912,36.32275,36.44297
2023-07-07 05:45:00,2023-07-07 06:00:00,2023-07-07,6,42.71183,41.84988,41.99715
2023-07-07 06:45:00,2023-07-07 07:00:00,2023-07-07,7,30.39304,28.32659,28.89426
2023-07-07 07:45:00,2023-07-07 08:00:00,2023-07-07,8,35.56107,16.62839,8.56288
2023-07-07 08:45:00,2023-07-07 09:00:00,2023-07-07,9,38.49099,19.37404,16.58201
2023-07-07 09:45:00,2023-07-07 10:00:00,2023-07-07,10,48.31371,19.82205,16.80355
2023-07-07 10:45:00,2023-07-07 11:00:00,2023-07-07,11,52.82921,21.0167,17.50015
2023-07-07 11:45:00,2023-07-07 12:00:00,2023-07-07,12,66.19736,20.7388,15.83068
2023-07-07 12:45:00,2023-07-07 13:00:00,2023-07-07,13,75.03174,16.30169,9.97692
2023-07-07 13:45:00,2023-07-07 14:00:00,2023-07-07,14,66.30623,23.51866,18.78892
2023-07-07 14:45:00,2023-07-07 15:00:00,2023-07-07,15,63.77016,30.70617,24.64522
2023-07-07 15:45:00,2023-07-07 16:00:00,2023-07-07,16,53.5564,53.5564,53.5564
2023-07-07 16:45:00,2023-07-07 17:00:00,2023-07-07,17,36.67555,28.86971,28.00686
2023-07-07 17:45:00,2023-07-07 18:00:00,2023-07-07,18,41.6312,41.6312,41.6312
2023-07-07 18:45:00,2023-07-07 19:00:00,2023-07-07,19,53.5576,53.5576,53.5576
2023-07-07 19:45:00,2023-07-07 20:00:00,2023-07-07,20,70.0024,70.0024,70.0024
2023-07-07 20:45:00,2023-07-07 21:00:00,2023-07-07,21,70.0036,70.0036,70.0036
2023-07-07 21:45:00,2023-07-07 22:00:00,2023-07-07,22,45.99,45.99,45.99
2023-07-07 22:45:00,2023-07-07 23:00:00,2023-07-07,23,38.30146,38.30146,38.30146
2023-07-07 23:45:00,2023-07-08 00:00:00,2023-07-07,24,35.5,35.5,35.5
2023-07-08 00:45:00,2023-07-08 01:00:00,2023-07-08,1,29.44652,29.25101,29.12469
2023-07-08 01:45:00,2023-07-08 02:00:00,2023-07-08,2,28.41817,28.03953,28.03375
2023-07-08 02:45:00,2023-07-08 03:00:00,2023-07-08,3,28.4874,28.04215,28.04504
2023-07-08 03:45:00,2023-07-08 04:00:00,2023-07-08,4,28.62779,28.04561,28.09485
2023-07-08 04:45:00,2023-07-08 05:00:00,2023-07-08,5,29.06828,28.18007,28.35246
2023-07-08 05:45:00,2023-07-08 06:00:00,2023-07-08,6,31.56438,30.15166,30.55125
2023-07-08 06:45:00,2023-07-08 07:00:00,2023-07-08,7,26.69405,23.8647,24.62284
2023-07-08 07:45:00,2023-07-08 08:00:00,2023-07-08,8,30.6655,10.02657,5.50229
2023-07-08 08:45:00,2023-07-08 09:00:00,2023-07-08,9,37.08787,10.91804,7.50709
2023-07-08 09:45:00,2023-07-08 10:00:00,2023-07-08,10,39.49765,12.62509,9.70869
2023-07-08 10:45:00,2023-07-08 11:00:00,2023-07-08,11,31.68625,12.87585,10.82913
2023-07-08 11:45:00,2023-07-08 12:00:00,2023-07-08,12,31.24456,15.3568,13.62808
2023-07-08 12:45:00,2023-07-08 13:00:00,2023-07-08,13,36.51366,25.73878,24.56941
2023-07-08 13:45:00,2023-07-08 14:00:00,2023-07-08,14,31.80058,29.78417,29.56477
2023-07-08 14:45:00,2023-07-08 15:00:00,2023-07-08,15,30.0276,30.0276,30.0276
2023-07-08 15:45:00,2023-07-08 16:00:00,2023-07-08,16,37.0,37.0,37.0
2023-07-08 16:45:00,2023-07-08 17:00:00,2023-07-08,17,43.88,43.88,43.88
2023-07-08 17:45:00,2023-07-08 18:00:00,2023-07-08,18,48.0,48.0,48.0
2023-07-08 18:45:00,2023-07-08 19:00:00,2023-07-08,19,48.7237,49.68622,48.16138
2023-07-08 19:45:00,2023-07-08 20:00:00,2023-07-08,20,56.82181,58.56525,57.02937
2023-07-08 20:45:00,2023-07-08 21:00:00,2023-07-08,21,46.74271,47.8024,46.74271
2023-07-08 21:45:00,2023-07-08 22:00:00,2023-07-08,22,43.88194,44.94242,43.9505
2023-07-08 22:45:00,2023-07-08 23:00:00,2023-07-08,23,37.45773,38.2968,37.5631
2023-07-08 23:45:00,2023-07-09 00:00:00,2023-07-08,24,30.78168,30.78168,30.53211
2023-07-09 00:45:00,2023-07-09 01:00:00,2023-07-09,1,29.03458,28.97811,28.68688
2023-07-09 01:45:00,2023-07-09 02:00:00,2023-07-09,2,28.48689,28.13667,28.00642
2023-07-09 02:45:00,2023-07-09 03:00:00,2023-07-09,3,27.99505,27.65954,27.54012
2023-07-09 03:45:00,2023-07-09 04:00:00,2023-07-09,4,28.5238,28.22226,28.18747
2023-07-09 04:45:00,2023-07-09 05:00:00,2023-07-09,5,31.02552,30.57601,30.6043
2023-07-09 05:45:00,2023-07-09 06:00:00,2023-07-09,6,30.2325,29.66122,29.74065
2023-07-09 06:45:00,2023-07-09 07:00:00,2023-07-09,7,17.80252,16.74622,17.01864
2023-07-09 07:45:00,2023-07-09 08:00:00,2023-07-09,8,29.13525,10.04145,8.05649
2023-07-09 08:45:00,2023-07-09 09:00:00,2023-07-09,9,35.34113,11.98337,9.20543
2023-07-09 09:45:00,2023-07-09 10:00:00,2023-07-09,10,31.62871,16.24523,14.30862
2023-07-09 10:45:00,2023-07-09 11:00:00,2023-07-09,11,31.42213,14.42188,12.27771
2023-07-09 11:45:00,2023-07-09 12:00:00,2023-07-09,12,31.83238,9.6768,6.95168
2023-07-09 12:45:00,2023-07-09 13:00:00,2023-07-09,13,28.04085,9.91564,7.62756
2023-07-09 13:45:00,2023-07-09 14:00:00,2023-07-09,14,25.50295,13.47309,11.61402
2023-07-09 14:45:00,2023-07-09 15:00:00,2023-07-09,15,27.77071,20.09002,18.8273
2023-07-09 15:45:00,2023-07-09 16:00:00,2023-07-09,16,27.2112,26.07391,25.3555
2023-07-09 16:45:00,2023-07-09 17:00:00,2023-07-09,17,33.85509,32.8447,32.0357
2023-07-09 17:45:00,2023-07-09 18:00:00,2023-07-09,18,47.13107,46.32996,45.17867
2023-07-09 18:45:00,2023-07-09 19:00:00,2023-07-09,19,53.39269,55.55201,52.93721
2023-07-09 19:45:00,2023-07-09 20:00:00,2023-07-09,20,66.87009,69.76679,67.1232
2023-07-09 20:45:00,2023-07-09 21:00:00,2023-07-09,21,47.37839,49.16832,47.47286
2023-07-09 21:45:00,2023-07-09 22:00:00,2023-07-09,22,40.54863,42.15574,40.76603
2023-07-09 22:45:00,2023-07-09 23:00:00,2023-07-09,23,34.49264,35.31082,34.51058
2023-07-09 23:45:00,2023-07-10 00:00:00,2023-07-09,24,29.44835,29.69704,29.23302
2023-07-10 00:45:00,2023-07-10 01:00:00,2023-07-10,1,28.87123,29.54607,28.91622
2023-07-10 01:45:00,2023-07-10 02:00:00,2023-07-10,2,28.34539,28.61963,28.1966
2023-07-10 02:45:00,2023-07-10 03:00:00,2023-07-10,3,28.5743,28.91584,28.48008
2023-07-10 03:45:00,2023-07-10 04:00:00,2023-07-10,4,30.28719,30.74675,30.2403
2023-07-10 04:45:00,2023-07-10 05:00:00,2023-07-10,5,30.87639,31.55478,30.94039
2023-07-10 05:45:00,2023-07-10 06:00:00,2023-07-10,6,36.58664,36.99374,36.47732
2023-07-10 06:45:00,2023-07-10 07:00:00,2023-07-10,7,27.76602,27.37877,27.2657
2023-07-10 07:45:00,2023-07-10 08:00:00,2023-07-10,8,22.67104,21.95576,21.7586
2023-07-10 08:45:00,2023-07-10 09:00:00,2023-07-10,9,25.12639,24.13792,23.84214
2023-07-10 09:45:00,2023-07-10 10:00:00,2023-07-10,10,24.369,24.369,24.369
2023-07-10 10:45:00,2023-07-10 11:00:00,2023-07-10,11,23.0,23.67696,23.0
2023-07-10 11:45:00,2023-07-10 12:00:00,2023-07-10,12,29.2572,30.4572,29.2572
2023-07-10 12:45:00,2023-07-10 13:00:00,2023-07-10,13,28.63501,29.83281,28.63501
2023-07-10 13:45:00,2023-07-10 14:00:00,2023-07-10,14,27.6396,28.74354,27.6396
2023-07-10 14:45:00,2023-07-10 15:00:00,2023-07-10,15,28.89066,29.11475,28.89066
2023-07-10 15:45:00,2023-07-10 16:00:00,2023-07-10,16,32.44838,33.86547,32.44838
2023-07-10 16:45:00,2023-07-10 17:00:00,2023-07-10,17,36.73,38.02999,36.73
2023-07-10 17:45:00,2023-07-10 18:00:00,2023-07-10,18,22.02879,63.03256,17.94443
2023-07-10 18:45:00,2023-07-10 19:00:00,2023-07-10,19,28.25054,244.01491,6.75839
2023-07-10 19:45:00,2023-07-10 20:00:00,2023-07-10,20,38.5514,121.04611,31.30702
2023-07-10 20:45:00,2023-07-10 21:00:00,2023-07-10,21,42.0167,60.87756,41.71201
2023-07-10 21:45:00,2023-07-10 22:00:00,2023-07-10,22,37.80833,58.37091,37.16712
2023-07-10 22:45:00,2023-07-10 23:00:00,2023-07-10,23,37.26439,48.21193,37.38368
2023-07-10 23:45:00,2023-07-11 00:00:00,2023-07-10,24,31.37383,54.15752,30.25535
2023-07-11 00:45:00,2023-07-11 01:00:00,2023-07-11,1,26.43603,37.67393,26.31977
2023-07-11 01:45:00,2023-07-11 02:00:00,2023-07-11,2,31.05745,32.69172,31.73992
2023-07-11 02:45:00,2023-07-11 03:00:00,2023-07-11,3,32.30508,33.67486,32.88486
2023-07-11 03:45:00,2023-07-11 04:00:00,2023-07-11,4,37.34931,38.09151,37.55419
2023-07-11 04:45:00,2023-07-11 05:00:00,2023-07-11,5,38.15233,38.1992,37.88673
2023-07-11 05:45:00,2023-07-11 06:00:00,2023-07-11,6,40.27277,40.08762,39.84486
2023-07-11 06:45:00,2023-07-11 07:00:00,2023-07-11,7,33.82951,32.55818,32.78254
2023-07-11 07:45:00,2023-07-11 08:00:00,2023-07-11,8,18.48652,17.30325,17.39131
2023-07-11 08:45:00,2023-07-11 09:00:00,2023-07-11,9,26.77421,25.05223,24.42848
2023-07-11 09:45:00,2023-07-11 10:00:00,2023-07-11,10,25.5376,25.5376,23.643
2023-07-11 10:45:00,2023-07-11 11:00:00,2023-07-11,11,28.7184,28.7184,27.11581
2023-07-11 11:45:00,2023-07-11 12:00:00,2023-07-11,12,29.378,29.378,22.72115
2023-07-11 12:45:00,2023-07-11 13:00:00,2023-07-11,13,32.34651,32.34651,26.38013
2023-07-11 13:45:00,2023-07-11 14:00:00,2023-07-11,14,37.22322,37.22322,32.77186
2023-07-11 14:45:00,2023-07-11 15:00:00,2023-07-11,15,43.76387,43.76387,43.20546
2023-07-11 15:45:00,2023-07-11 16:00:00,2023-07-11,16,39.28124,38.6223,38.26922
2023-07-11 16:45:00,2023-07-11 17:00:00,2023-07-11,17,56.73696,56.73696,56.73696
2023-07-11 17:45:00,2023-07-11 18:00:00,2023-07-11,18,60.32921,63.14212,59.67123
2023-07-11 18:45:00,2023-07-11 19:00:00,2023-07-11,19,82.62,82.62,82.62
2023-07-11 19:45:00,2023-07-11 20:00:00,2023-07-11,20,87.36139,94.40636,90.48229
2023-07-11 20:45:00,2023-07-11 21:00:00,2023-07-11,21,66.01702,70.82041,68.29204
2023-07-11 21:45:00,2023-07-11 22:00:00,2023-07-11,22,52.89119,58.78459,54.80963
2023-07-11 22:45:00,2023-07-11 23:00:00,2023-07-11,23,40.42367,43.28968,41.6439
2023-07-11 23:45:00,2023-07-12 00:00:00,2023-07-11,24,36.38685,38.61667,37.2749
2023-07-12 00:45:00,2023-07-12 01:00:00,2023-07-12,1,36.91093,38.94718,37.74893
2023-07-12 01:45:00,2023-07-12 02:00:00,2023-07-12,2,36.86024,38.22358,37.28508
2023-07-12 02:45:00,2023-07-12 03:00:00,2023-07-12,3,38.82838,38.99182,38.62507
2023-07-12 03:45:00,2023-07-12 04:00:00,2023-07-12,4,38.27925,38.37738,38.05551
2023-07-12 04:45:00,2023-07-12 05:00:00,2023-07-12,5,38.45171,38.36525,38.098
2023-07-12 05:45:00,2023-07-12 06:00:00,2023-07-12,6,40.49103,40.82446,40.32848
2023-07-12 06:45:00,2023-07-12 07:00:00,2023-07-12,7,33.5936,32.81734,32.73904
2023-07-12 07:45:00,2023-07-12 08:00:00,2023-07-12,8,20.17045,19.33272,18.74914
2023-07-12 08:45:00,2023-07-12 09:00:00,2023-07-12,9,24.71306,24.10408,23.29395
2023-07-12 09:45:00,2023-07-12 10:00:00,2023-07-12,10,27.63025,26.61409,25.69239
2023-07-12 10:45:00,2023-07-12 11:00:00,2023-07-12,11,32.30486,31.25573,30.27106
2023-07-12 11:45:00,2023-07-12 12:00:00,2023-07-12,12,33.55024,32.94603,31.45994
2023-07-12 12:45:00,2023-07-12 13:00:00,2023-07-12,13,40.04618,40.53895,39.92229
2023-07-12 13:45:00,2023-07-12 14:00:00,2023-07-12,14,44.93293,42.97993,41.58868
2023-07-12 14:45:00,2023-07-12 15:00:00,2023-07-12,15,45.84659,46.29168,42.77005
2023-07-12 15:45:00,2023-07-12 16:00:00,2023-07-12,16,51.19843,49.80401,47.85725
2023-07-12 16:45:00,2023-07-12 17:00:00,2023-07-12,17,56.11331,52.50727,52.46329
2023-07-12 17:45:00,2023-07-12 18:00:00,2023-07-12,18,70.2,70.2,70.2
2023-07-12 18:45:00,2023-07-12 19:00:00,2023-07-12,19,79.0,79.0,79.0
2023-07-12 19:45:00,2023-07-12 20:00:00,2023-07-12,20,84.93913,89.0533,86.13647
2023-07-12 20:45:00,2023-07-12 21:00:00,2023-07-12,21,75.0,75.0,75.0
2023-07-12 21:45:00,2023-07-12 22:00:00,2023-07-12,22,51.66146,55.12289,52.81712
2023-07-12 23:45:00,2023-07-13 00:00:00,2023-07-12,24,40.02826,41.85119,40.4639
2023-07-13 00:45:00,2023-07-13 01:00:00,2023-07-13,1,42.88524,45.13254,43.51758
2023-07-13 01:45:00,2023-07-13 02:00:00,2023-07-13,2,38.05795,39.62351,38.49038
2023-07-13 02:45:00,2023-07-13 03:00:00,2023-07-13,3,36.84704,37.91234,37.06241
2023-07-13 03:45:00,2023-07-13 04:00:00,2023-07-13,4,39.23177,39.50626,38.92095
2023-07-13 04:45:00,2023-07-13 05:00:00,2023-07-13,5,40.2393,40.3467,39.78903
2023-07-13 05:45:00,2023-07-13 06:00:00,2023-07-13,6,40.33399,40.51651,39.82789
2023-07-13 06:45:00,2023-07-13 07:00:00,2023-07-13,7,38.41376,37.78089,37.30428
2023-07-13 07:45:00,2023-07-13 08:00:00,2023-07-13,8,29.62566,27.79362,27.53762
2023-07-13 08:45:00,2023-07-13 09:00:00,2023-07-13,9,35.39372,24.30042,22.81851
2023-07-13 09:45:00,2023-07-13 10:00:00,2023-07-13,10,45.70658,27.05248,25.30374
2023-07-13 10:45:00,2023-07-13 11:00:00,2023-07-13,11,41.27796,32.11627,29.85403
2023-07-13 11:45:00,2023-07-13 12:00:00,2023-07-13,12,61.18479,33.76626,30.19828
2023-07-13 12:45:00,2023-07-13 13:00:00,2023-07-13,13,48.31912,48.19756,44.54533
2023-07-13 14:45:00,2023-07-13 15:00:00,2023-07-13,15,58.88009,58.08242,56.77759
2023-07-13 15:45:00,2023-07-13 16:00:00,2023-07-13,16,55.65026,53.9167,51.71706
2023-07-13 16:45:00,2023-07-13 17:00:00,2023-07-13,17,65.98692,66.88923,62.60671
2023-07-13 17:45:00,2023-07-13 18:00:00,2023-07-13,18,74.7,74.7,74.7
2023-07-13 18:45:00,2023-07-13 19:00:00,2023-07-13,19,99.9984,99.9984,99.9984
2023-07-13 19:45:00,2023-07-13 20:00:00,2023-07-13,20,90.80485,95.96741,91.46349
2023-07-13 20:45:00,2023-07-13 21:00:00,2023-07-13,21,64.4454,68.82384,65.19935
2023-07-13 21:45:00,2023-07-13 22:00:00,2023-07-13,22,54.54261,58.25132,55.05154
2023-07-13 22:45:00,2023-07-13 23:00:00,2023-07-13,23,45.14127,48.15844,45.64978
2023-07-13 23:45:00,2023-07-14 00:00:00,2023-07-13,24,38.99278,40.98997,39.36907
2023-07-14 00:45:00,2023-07-14 01:00:00,2023-07-14,1,39.88009,41.60066,40.1325
2023-07-14 01:45:00,2023-07-14 02:00:00,2023-07-14,2,38.59935,39.68007,38.59128
2023-07-14 02:45:00,2023-07-14 03:00:00,2023-07-14,3,39.02577,39.95166,38.97704
2023-07-14 03:45:00,2023-07-14 04:00:00,2023-07-14,4,39.58887,40.51117,39.51476
2023-07-14 04:45:00,2023-07-14 05:00:00,2023-07-14,5,42.41023,42.60209,41.95237
2023-07-14 05:45:00,2023-07-14 06:00:00,2023-07-14,6,47.55999,47.23457,46.8023
2023-07-14 06:45:00,2023-07-14 07:00:00,2023-07-14,7,39.05454,38.05842,37.84101
2023-07-14 07:45:00,2023-07-14 08:00:00,2023-07-14,8,30.0726,28.65334,27.89885
2023-07-14 08:45:00,2023-07-14 09:00:00,2023-07-14,9,37.30705,28.99938,28.17168
2023-07-14 09:45:00,2023-07-14 10:00:00,2023-07-14,10,35.97,35.97,33.99557
2023-07-14 10:45:00,2023-07-14 11:00:00,2023-07-14,11,43.23,43.23,43.23
2023-07-14 11:45:00,2023-07-14 12:00:00,2023-07-14,12,47.95,47.95,47.95
2023-07-14 12:45:00,2023-07-14 13:00:00,2023-07-14,13,54.9976,54.9976,54.9976
2023-07-14 13:45:00,2023-07-14 14:00:00,2023-07-14,14,71.5188,71.5188,71.5188
2023-07-14 14:45:00,2023-07-14 15:00:00,2023-07-14,15,72.9988,72.9988,72.9988
2023-07-14 15:45:00,2023-07-14 16:00:00,2023-07-14,16,71.52,71.52,71.52
2023-07-14 16:45:00,2023-07-14 17:00:00,2023-07-14,17,126.40466,126.40466,152.52061
2023-07-14 17:45:00,2023-07-14 18:00:00,2023-07-14,18,100.50008,93.51574,102.74505
2023-07-14 18:45:00,2023-07-14 19:00:00,2023-07-14,19,115.9788,115.9788,115.9788
2023-07-14 19:45:00,2023-07-14 20:00:00,2023-07-14,20,177.8536,177.8536,177.8536
2023-07-14 20:45:00,2023-07-14 21:00:00,2023-07-14,21,87.41214,91.53045,87.92229
2023-07-14 21:45:00,2023-07-14 22:00:00,2023-07-14,22,69.44749,72.0483,69.3379
2023-07-14 22:45:00,2023-07-14 23:00:00,2023-07-14,23,55.76054,57.39008,55.45099
2023-07-14 23:45:00,2023-07-15 00:00:00,2023-07-14,24,46.90584,48.56186,46.90584
2023-07-15 00:45:00,2023-07-15 01:00:00,2023-07-15,1,47.27795,49.07319,47.81503
2023-07-15 01:45:00,2023-07-15 02:00:00,2023-07-15,2,46.96378,49.02676,47.62175
2023-07-15 02:45:00,2023-07-15 03:00:00,2023-07-15,3,47.11422,48.93334,47.63821
2023-07-15 03:45:00,2023-07-15 04:00:00,2023-07-15,4,49.30838,50.32615,49.52318
2023-07-15 04:45:00,2023-07-15 05:00:00,2023-07-15,5,49.40207,50.66602,49.74118
2023-07-15 05:45:00,2023-07-15 06:00:00,2023-07-15,6,48.3571,48.98609,48.30718
2023-07-15 06:45:00,2023-07-15 07:00:00,2023-07-15,7,39.3664,38.96135,38.67661
2023-07-15 07:45:00,2023-07-15 08:00:00,2023-07-15,8,27.60228,26.20992,26.18516
2023-07-15 08:45:00,2023-07-15 09:00:00,2023-07-15,9,35.712,33.39684,33.39684
2023-07-15 09:45:00,2023-07-15 10:00:00,2023-07-15,10,38.83,38.83,38.57724
2023-07-15 10:45:00,2023-07-15 11:00:00,2023-07-15,11,38.5384,38.5384,37.22148
2023-07-15 11:45:00,2023-07-15 12:00:00,2023-07-15,12,46.8,46.8,46.8
2023-07-15 12:45:00,2023-07-15 13:00:00,2023-07-15,13,56.44511,54.40252,53.5638
2023-07-15 13:45:00,2023-07-15 14:00:00,2023-07-15,14,69.74219,67.91715,66.10631
2023-07-15 14:45:00,2023-07-15 15:00:00,2023-07-15,15,81.27116,78.80689,77.09514
2023-07-15 15:45:00,2023-07-15 16:00:00,2023-07-15,16,93.96132,92.83835,90.06966
2023-07-15 16:45:00,2023-07-15 17:00:00,2023-07-15,17,99.9988,99.9988,99.9988
2023-07-15 17:45:00,2023-07-15 18:00:00,2023-07-15,18,92.57035,94.57577,90.37997
2023-07-15 18:45:00,2023-07-15 19:00:00,2023-07-15,19,126.19155,133.2224,126.55521
2023-07-15 19:45:00,2023-07-15 20:00:00,2023-07-15,20,203.88571,215.0718,206.11859
2023-07-15 20:45:00,2023-07-15 21:00:00,2023-07-15,21,90.52445,94.55435,91.14664
2023-07-15 21:45:00,2023-07-15 22:00:00,2023-07-15,22,68.05252,71.89909,68.74664
2023-07-15 22:45:00,2023-07-15 23:00:00,2023-07-15,23,64.45299,66.10719,64.0966
2023-07-15 23:45:00,2023-07-16 00:00:00,2023-07-15,24,50.1024,51.93414,49.95019
2023-07-16 00:45:00,2023-07-16 01:00:00,2023-07-16,1,57.38783,58.20197,57.03722
2023-07-16 01:45:00,2023-07-16 02:00:00,2023-07-16,2,49.19967,50.76156,49.30756
2023-07-16 02:45:00,2023-07-16 03:00:00,2023-07-16,3,49.35772,51.79154,49.88817
2023-07-16 03:45:00,2023-07-16 04:00:00,2023-07-16,4,47.85518,50.36325,48.48598
2023-07-16 04:45:00,2023-07-16 05:00:00,2023-07-16,5,48.13941,50.41032,48.58449
2023-07-16 05:45:00,2023-07-16 06:00:00,2023-07-16,6,48.3708,50.04484,48.56745
2023-07-16 06:45:00,2023-07-16 07:00:00,2023-07-16,7,41.37313,41.38159,40.8362
2023-07-16 07:45:00,2023-07-16 08:00:00,2023-07-16,8,37.26888,35.44655,35.48729
2023-07-16 08:45:00,2023-07-16 09:00:00,2023-07-16,9,39.13299,36.67705,36.81606
2023-07-16 09:45:00,2023-07-16 10:00:00,2023-07-16,10,44.3647,41.59793,41.63301
2023-07-16 10:45:00,2023-07-16 11:00:00,2023-07-16,11,56.39532,52.81378,52.74125
2023-07-16 11:45:00,2023-07-16 12:00:00,2023-07-16,12,72.70516,53.63607,52.24087
2023-07-16 12:45:00,2023-07-16 13:00:00,2023-07-16,13,70.40984,66.259,65.43023
2023-07-16 13:45:00,2023-07-16 14:00:00,2023-07-16,14,79.62127,74.84638,74.13015
2023-07-16 14:45:00,2023-07-16 15:00:00,2023-07-16,15,91.81031,91.81031,91.81031
2023-07-16 15:45:00,2023-07-16 16:00:00,2023-07-16,16,99.9988,99.9988,99.9988
2023-07-16 16:45:00,2023-07-16 17:00:00,2023-07-16,17,109.71,109.71,109.71
2023-07-16 17:45:00,2023-07-16 18:00:00,2023-07-16,18,144.3536,144.3536,144.3536
2023-07-16 18:45:00,2023-07-16 19:00:00,2023-07-16,19,212.51897,222.7685,213.49403
2023-07-16 19:45:00,2023-07-16 20:00:00,2023-07-16,20,122.53429,129.94908,124.77841
2023-07-16 20:45:00,2023-07-16 21:00:00,2023-07-16,21,70.62314,75.6769,72.01597
2023-07-16 21:45:00,2023-07-16 22:00:00,2023-07-16,22,59.93661,63.79458,60.97653
2023-07-16 22:45:00,2023-07-16 23:00:00,2023-07-16,23,47.55045,49.82339,47.89819
2023-07-16 23:45:00,2023-07-17 00:00:00,2023-07-16,24,43.09367,45.74538,43.78762
2023-07-17 00:45:00,2023-07-17 01:00:00,2023-07-17,1,44.80617,47.2806,45.62464
2023-07-17 01:45:00,2023-07-17 02:00:00,2023-07-17,2,46.45643,49.12209,47.42397
2023-07-17 02:45:00,2023-07-17 03:00:00,2023-07-17,3,46.75363,49.26854,47.51107
2023-07-17 03:45:00,2023-07-17 04:00:00,2023-07-17,4,47.18723,49.64188,47.76597
2023-07-17 04:45:00,2023-07-17 05:00:00,2023-07-17,5,47.9614,50.8663,48.75643
